Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY,matched_name
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,51713D,820.0,TBA,,25.0,6.0,Paul Ginsburg,20182,Health Policy and Management,2018,SU,AY19,Paul B. Ginsburg
HMGT-600,Managing Risk,2.0,Lecture,51714D,820.0,TBA,,25.0,20.0,Michael Harris,20182,Health Policy and Management,2018,SU,AY19,Michael E. Harris
HMGT-600,Managing Risk,2.0,Lecture,51724D,820.0,TBA,,25.0,15.0,Michael Harris,20182,Health Policy and Management,2018,SU,AY19,Michael E. Harris
HMGT-601,Operations Management for Accountability,4.0,Lecture,51717D,820.0,TBA,,30.0,23.0,Michael Harris,20182,Health Policy and Management,2018,SU,AY19,Michael E. Harris
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51106D,1.0,10:00-11:50am,"Mon, Wed",48.0,45.0,Dowell Myers,20181,Urban Planning and Spatial Management,2018,SP,AY18,Dowell Myers
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51109D,1.0,8:00-9:50am,"Tue, Thu",48.0,38.0,Lisa Schweitzer,20181,Urban Planning and Spatial Management,2018,SP,AY18,Lisa Schweitzer
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,51111R,1.0,4:00-5:50pm,"Tue, Thu",32.0,28.0,Lavonna Lewis,20181,Health Policy and Management,2018,SP,AY18,LaVonna B. Lewis
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51105R,1.0,10:00-11:50am,"Tue, Thu",42.0,42.0,Emma Aguila Vega,20181,Health Policy and Management,2018,SP,AY18,Emma Aguila
PPD-320,Organizational Behavior in Public Administration,4.0,Lecture,51113R,1.0,2:00-3:50pm,"Tue, Thu",32.0,14.0,Howard Greenwald,20181,Health Policy and Management,2018,SP,AY18,Howard Greenwald
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,51120R,1.0,12:00-1:50pm,"Mon, Wed",32.0,20.0,Neeraj Sood,20181,Health Policy and Management,2018,SP,AY18,Neeraj Sood
PPD-330,Introduction to Health Care Systems,4.0,Lecture,51102R,1.0,10:00-11:50am,"Tue, Thu",32.0,25.0,Michael Harris,20181,Health Policy and Management,2018,SP,AY18,Michael E. Harris
PPD-357,Government and Business,4.0,Lecture,51141R,1.0,2:00-3:50pm,"Tue, Thu",45.0,16.0,Michael Thom,20181,Public Policy and Management,2018,SP,AY18,Michael Thom
PPD-382,International Development,4.0,Lecture,51117R,1.0,10:00-11:50am,"Tue, Thu",32.0,11.0,Peter Robertson,20181,Public Policy and Management,2018,SP,AY18,Peter J. Robertson
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,51149R,1.0,2:00-3:50pm,"Mon, Wed",45.0,32.0,Marlon Boarnet,20181,Urban Planning and Spatial Management,2018,SP,AY18,Marlon Boarnet
PPD-414,Community Health Policy and Planning,4.0,Lecture,51128R,1.0,4:00-5:50pm,"Mon, Wed",32.0,16.0,Lavonna Lewis,20181,Health Policy and Management,2018,SP,AY18,LaVonna B. Lewis
PPD-415,Health Policy,4.0,Lecture,51125R,1.0,10:00-11:50am,"Mon, Wed",32.0,12.0,Darius Lakdawalla,20181,Health Policy and Management,2018,SP,AY18,Darius Lakdawalla
PPD-478,Social Innovation,4.0,Lecture,51137R,1.0,10:00-11:50am,"Mon, Wed",32.0,30.0,Nicolas Duquette,20181,Public Policy and Management,2018,SP,AY18,Nicolas Duquette
PPD-500,Intersectoral Leadership,2.0,Lecture,51211R,1.0,6:00-7:50pm,Thursday,28.0,27.0,Frank Zerunyan,20181,Public Policy and Management,2018,SP,AY18,Frank V. Zerunyan
PPD-500,Intersectoral Leadership,2.0,Lecture,51215R,1.0,10:00-11:50am,Wednesday,28.0,22.0,Frank Zerunyan,20181,Public Policy and Management,2018,SP,AY18,Frank V. Zerunyan
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,51305R,595.0,6:00-9:20pm,Tuesday,80.0,74.0,Jorge De La Roca Suzanne Alexander,20181,Real Estate Development,2018,SP,AY18,Jorge De la Roca
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,51306R,596.0,6:00-9:20pm,Tuesday,80.0,39.0,Jorge De La Roca,20181,Real Estate Development,2018,SP,AY18,Jorge De la Roca
PPD-512,Health Administration Residency Seminar,2.0,Lecture,51277D,1.0,6:00-7:50pm,Wednesday,70.0,62.0,Michael Low,20181,Health Policy and Management,2018,SP,AY18,Michael E. Harris
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51259D,61.0,TBA,,25.0,21.0,Jason Doctor,20181,Health Policy and Management,2018,SP,AY18,Jason Doctor
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51263D,61.0,TBA,,28.0,28.0,Jason Doctor,20181,Health Policy and Management,2018,SP,AY18,Jason Doctor
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51204D,1.0,6:00-9:20pm,Wednesday,32.0,28.0,Philip Dalton,20181,Health Policy and Management,2018,SP,AY18,Phil Dalton
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51280D,61.0,TBA,,37.0,36.0,Philip Dalton,20181,Health Policy and Management,2018,SP,AY18,Phil Dalton
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51217D,1.0,6:00-9:20pm,Wednesday,20.0,14.0,Eric Shen,20181,ROTC,2018,SP,AY18,LTC Marvin Eric Polk III
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51214R,1.0,6:00-9:20pm,Thursday,26.0,23.0,Michael Thom,20181,Public Policy and Management,2018,SP,AY18,Michael Thom
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51246R,1.0,6:00-9:20pm,Tuesday,30.0,25.0,Michael Thom,20181,Public Policy and Management,2018,SP,AY18,Michael Thom
PPD-542,Policy and Program Evaluation,4.0,Lecture,51476D,593.0,TBA,,30.0,14.0,William Leach,20181,Public Policy and Management,2018,SP,AY18,William Leach
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,51463D,593.0,TBA,,50.0,28.0,Kelly Rawlings,20181,Public Policy and Management,2018,SP,AY18,Kelly Rawlings
PPD-546,Capstone in Public Administration,4.0,Lecture,51209D,61.0,TBA,,25.0,25.0,Peter Robertson,20181,Public Policy and Management,2018,SP,AY18,Peter J. Robertson
PPD-546,Capstone in Public Administration,4.0,Lecture,51401D,530.0,TBA,,30.0,22.0,Lois Takahashi,20181,Public Policy and Management,2018,SP,AY18,Lois M. Takahashi
PPD-546,Capstone in Public Administration,4.0,Lecture,51464D,593.0,TBA,,25.0,20.0,Dr Dora Kingsley Vertenten,20181,Public Policy and Management,2018,SP,AY18,Dora Kingsley Vertenten
PPD-546,Capstone in Public Administration,4.0,Lecture,51504D,1.0,6:00-9:20pm,Monday,25.0,21.0,William Leach,20181,Public Policy and Management,2018,SP,AY18,William Leach
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51465D,593.0,TBA,,25.0,16.0,Dr Dora Kingsley Vertenten,20181,Public Policy and Management,2018,SP,AY18,Dora Kingsley Vertenten
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51285D,1.0,6:00-9:20pm,Monday,40.0,40.0,Pamela McCann,20181,Public Policy and Management,2018,SP,AY18,Pamela McCann
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,51287D,1.0,2:00-5:20pm,Wednesday,34.0,23.0,Pamela McCann,20181,Public Policy and Management,2018,SP,AY18,Pamela McCann
PPD-560,Methods for Policy Analysis,4.0,Lecture,51224D,1.0,2:00-5:20pm,Wednesday,35.0,34.0,Tj McCarthy,20181,Public Policy and Management,2018,SP,AY18,T.J. McCarthy
PPD-560,Methods for Policy Analysis,4.0,Lecture,51267D,1.0,6:00-9:20pm,Tuesday,39.0,38.0,Tj McCarthy,20181,Public Policy and Management,2018,SP,AY18,T.J. McCarthy
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,51357D,785.0,10:00-12:00pm,Friday,10.0,8.0,Glenn Melnick,20181,Health Policy and Management,2018,SP,AY18,Glenn Melnick
PPD-587,Risk Analysis,4.0,Lecture,51264R,1.0,2:00-5:20pm,Thursday,32.0,15.0,Detlof Von Winterfeldt,20181,Public Policy and Management,2018,SP,AY18,Detlof von Winterfeldt
PPD-599,"Race, Arts, and Placemaking",4.0,Lecture,51234R,1.0,9:00-12:20pm,Thursday,20.0,9.0,Annette Kim,20181,Urban Planning and Spatial Management,2018,SP,AY18,Annette M. Kim
PPD-599,"Homegrown Violent Extremism: Perception, Prediction, and Policy",4.0,Lecture,51251R,1.0,6:00-9:20pm,Thursday,33.0,32.0,Erroll Southers,20181,Public Policy and Management,2018,SP,AY18,Erroll G. Southers
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,51295R,1.0,6:00-9:20pm,Tuesday,29.0,26.0,Marlon Boarnet,20181,Urban Planning and Spatial Management,2018,SP,AY18,Marlon Boarnet
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,51475D,598.0,TBA,,2.0,2.0,Marlon Boarnet,20181,Urban Planning and Spatial Management,2018,SP,AY18,Marlon Boarnet
PPD-623,Community Development and Site Planning,4.0,Lecture,51240R,1.0,2:00-5:20pm,Wednesday,32.0,13.0,Elizabeth Falletta,20181,Urban Planning and Spatial Management,2018,SP,AY18,Liz Falletta
PPD-627,Design Skills for Urban Planners,4.0,Lecture,51262R,1.0,6:00-9:20pm,Thursday,32.0,21.0,Elizabeth Falletta,20181,Urban Planning and Spatial Management,2018,SP,AY18,Liz Falletta
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,51202R,1.0,10:00-11:50am,Wednesday,16.0,16.0,Mark Hanson,20181,ROTC,2018,SP,AY18,Lt. Col Mark R. Burley
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0,Lecture,51203R,1.0,12:00-1:50pm,Wednesday,16.0,11.0,Mark Hanson,20181,ROTC,2018,SP,AY18,Lt. Col Mark R. Burley
PPD-647,Finance of the Public Sector,4.0,Lecture,51288R,1.0,6:00-9:20pm,Wednesday,32.0,31.0,Michael Thom,20181,Public Policy and Management,2018,SP,AY18,Michael Thom
PPD-665,Contemporary Issues in Philanthropy,4.0,Lecture,51270R,1.0,2:00-5:20pm,Tuesday,20.0,19.0,Jim Ferris,20181,Public Policy and Management,2018,SP,AY18,James M. Ferris
PPD-677,International Development Administration,4.0,Lecture,51244R,1.0,6:00-9:20pm,Monday,32.0,11.0,Rym Kaki,20181,Public Policy and Management,2018,SP,AY18,Rym Kaki
PPD-686,U.S. Immigration Policy,4.0,Lecture,51266R,1.0,6:00-9:20pm,Monday,32.0,8.0,Roberto Suro,20181,Public Policy and Management,2018,SP,AY18,Roberto Suro
PPD-697,Cultural Proficiency in Health Management and Policy,2.0,Lecture,51282D,1.0,6:00-7:50pm,Tuesday,25.0,19.0,Lavonna Lewis,20181,Health Policy and Management,2018,SP,AY18,LaVonna B. Lewis
PPD-700,Teaching Seminar,2.0,Lecture,51292D,1.0,10:00-12:00pm,Monday,12.0,8.0,Deborah Natoli,20181,Public Policy and Management,2018,SP,AY18,Deborah J. Natoli
PPD-710b,Research Seminar,2.0,Lecture,51284D,1.0,2:00-4:00pm,Tuesday,12.0,8.0,Dowell Myers,20181,Urban Planning and Spatial Management,2018,SP,AY18,Dowell Myers
PPD-794a,Doctoral Dissertation,2.0,Lecture,51254D,1.0,TBA,,10.0,1.0,Julie Zissimopoulos,20181,Health Policy and Management,2018,SP,AY18,Julie M. Zissimopoulos
PPD-794b,Doctoral Dissertation,2.0,Lecture,51255D,1.0,TBA,,12.0,10.0,Julie Zissimopoulos,20181,Health Policy and Management,2018,SP,AY18,Julie M. Zissimopoulos
PPD-794c,Doctoral Dissertation,2.0,Lecture,51256D,1.0,TBA,,10.0,1.0,Julie Zissimopoulos,20181,Health Policy and Management,2018,SP,AY18,Julie M. Zissimopoulos
PPD-794d,Doctoral Dissertation,2.0,Lecture,51257D,1.0,TBA,,10.0,8.0,Julie Zissimopoulos,20181,Health Policy and Management,2018,SP,AY18,Julie M. Zissimopoulos
PPD-794z,Doctoral Dissertation,0.0,Lecture,51258D,1.0,TBA,,10.0,7.0,Julie Zissimopoulos,20181,Health Policy and Management,2018,SP,AY18,Julie M. Zissimopoulos
PPDE-630,Community Health Planning,4.0,Lecture,50907R,1.0,2:00-5:20pm,Wednesday,32.0,8.0,David Sloane,20181,Urban Planning and Spatial Management,2018,SP,AY18,David Sloane
PPDE-635,Housing and Land Use in Rapidly Urbanizing Regions,4.0,Lecture,50903R,1.0,9:00-12:20pm,Tuesday,20.0,16.0,Annette Kim,20181,Urban Planning and Spatial Management,2018,SP,AY18,Annette M. Kim
PPDE-644,Land Use and Transportation Planning,4.0,Lecture,50904R,1.0,2:00-5:20pm,Monday,20.0,14.0,Genevieve Giuliano,20181,Urban Planning and Spatial Management,2018,SP,AY18,Genevieve Giuliano
PPDE-660,Environmental Policy Design and Analysis,2.0,Lecture,50906R,1.0,12:00-1:50pm,Tuesday,32.0,11.0,Adam Rose,20181,Public Policy and Management,2018,SP,AY18,Adam Rose
PPDE-664,Seminar in Social Justice and Public Policy,4.0,Lecture,50909R,1.0,2:00-5:20pm,Tuesday,20.0,10.0,Lisa Schweitzer,20181,Urban Planning and Spatial Management,2018,SP,AY18,Lisa Schweitzer
PPDE-665,Economic Impact Analysis: Methods and Applications,2.0,Lecture,50908R,1.0,12:00-1:50pm,Thursday,32.0,5.0,Adam Rose,20181,Public Policy and Management,2018,SP,AY18,Adam Rose
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,50910R,1.0,2:00-5:20pm,Thursday,32.0,18.0,Tj McCarthy,20181,Public Policy and Management,2018,SP,AY18,T.J. McCarthy
PPDE-683,Social Finance and Development,4.0,Lecture,50914R,1.0,2:00-5:20pm,Wednesday,25.0,10.0,Rym Kaki,20181,Public Policy and Management,2018,SP,AY18,Rym Kaki
PLUS-651,Applied Research Design and Inquiry,4.0,Lecture,51555D,1.0,TBA,,18.0,16.0,Deborah Natoli,20181,Public Policy and Management,2018,SP,AY18,Deborah J. Natoli
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51650R,1.0,10:00-11:50am,"Mon, Wed",55.0,55.0,Jorge De La Roca,20181,Real Estate Development,2018,SP,AY18,Jorge De la Roca
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51651R,1.0,10:00-11:50am,"Tue, Thu",55.0,48.0,Jorge De La Roca,20181,Real Estate Development,2018,SP,AY18,Jorge De la Roca
RED-375,Real Estate Development Analysis,4.0,Lecture,51652R,1.0,10:00-11:50am,"Tue, Thu",25.0,22.0,John Loper,20181,Real Estate Development,2018,SP,AY18,John Loper
RED-375,Real Estate Development Analysis,4.0,Lecture,51663R,1.0,2:00-3:50pm,"Tue, Thu",36.0,36.0,John Loper,20181,Real Estate Development,2018,SP,AY18,John Loper
RED-425,Designing Livable Communities,4.0,Lecture,51654R,1.0,12:00-1:50pm,"Tue, Thu",25.0,24.0,Elizabeth Falletta,20181,Urban Planning and Spatial Management,2018,SP,AY18,Liz Falletta
RED-425,Designing Livable Communities,4.0,Lecture,51655R,1.0,2:00-3:50pm,"Tue, Thu",25.0,22.0,Elizabeth Falletta,20181,Urban Planning and Spatial Management,2018,SP,AY18,Liz Falletta
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51607D,38.0,2:00-5:50pm,Monday,30.0,28.0,Carl Meyer Steven Kellenberg Kenneth R Long Shawn Godkin,20181,ROTC,2018,SP,AY18,Lt. Col Mark R. Burley
RED-575L,Community Design and Site Planning,"2.0-4.0 units, max 8",Lecture,51608D,38.0,6:00-9:50pm,Monday,20.0,11.0,Carl Meyer Steven Kellenberg Kenneth R Long Shawn Godkin,20181,ROTC,2018,SP,AY18,Lt. Col Mark R. Burley
HMGT-575,Managing and Improving Health,4.0,Lecture,51726D,820.0,TBA,,30.0,18.0,Michael Harris,20181,Health Policy and Management,2018,SP,AY18,Michael E. Harris
HMGT-575,Managing and Improving Health,4.0,Lecture,51727D,820.0,TBA,,30.0,19.0,Glenn Melnick,20181,Health Policy and Management,2018,SP,AY18,Glenn Melnick
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,51140D,1.0,12:00-1:50pm,"Tue, Thu",50.0,48.0,William Resh,20173,Public Policy and Management,2017,F,AY18,William G. Resh
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51110D,1.0,10:00-11:50am,"Mon, Wed",97.0,97.0,Genevieve Giuliano,20173,Urban Planning and Spatial Management,2017,F,AY18,Genevieve Giuliano
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,51119R,1.0,4:00-5:50pm,"Tue, Thu",50.0,46.0,Lavonna Lewis,20173,Health Policy and Management,2017,F,AY18,LaVonna B. Lewis
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51107R,1.0,12:00-1:50pm,"Tue, Thu",50.0,47.0,Julie Zissimopoulos,20173,Health Policy and Management,2017,F,AY18,Julie M. Zissimopoulos
PPD-313,Finance of the Public Sector,4.0,Lecture,51113R,1.0,4:00-5:50pm,"Mon, Wed",32.0,32.0,Mark Phillips,20173,Public Policy and Management,2017,F,AY18,Mark Phillips
PPD-315,Analytic Foundations for Public Policy,4.0,Lecture,51106R,1.0,6:00-9:20pm,Tuesday,32.0,25.0,Pamela McCann,20173,Public Policy and Management,2017,F,AY18,Pamela McCann
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,51108R,1.0,2:00-3:50pm,"Mon, Wed",32.0,18.0,Alice Chen,20173,Health Policy and Management,2017,F,AY18,Alice Chen
PPD-330,Introduction to Health Care Systems,4.0,Lecture,51117R,1.0,9:00-12:20pm,Friday,32.0,14.0,Glenn Melnick,20173,Health Policy and Management,2017,F,AY18,Glenn Melnick
PPD-357,Government and Business,4.0,Lecture,51139R,1.0,10:00-11:50am,"Mon, Wed",32.0,31.0,Michael Thom,20173,Public Policy and Management,2017,F,AY18,Michael Thom
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,51112R,1.0,12:00-1:50pm,"Mon, Wed",40.0,27.0,Tj McCarthy,20173,Public Policy and Management,2017,F,AY18,T.J. McCarthy
PPD-413,Administration of Health Care Organizations,4.0,Lecture,51147R,1.0,12:00-1:50pm,"Mon, Wed",32.0,15.0,Philip Dalton,20173,Health Policy and Management,2017,F,AY18,Phil Dalton
PPD-478,Social Innovation,4.0,Lecture,51125R,1.0,12:00-1:50pm,"Tue, Thu",40.0,36.0,Alexandra Graddy-Reed,20173,Public Policy and Management,2017,F,AY18,Alexandra Graddy-Reed
PPD-497a,Senior Thesis,2.0,Lecture,51146D,1.0,TBA,TBA,10.0,7.0,Julie Zissimopoulos,20173,Health Policy and Management,2017,F,AY18,Julie M. Zissimopoulos
PPD-500,Intersectoral Leadership,2.0,Lecture,51201R,1.0,12:00-1:50pm,Tuesday,25.0,11.0,Frank Zerunyan,20173,Public Policy and Management,2017,F,AY18,Frank V. Zerunyan
PPD-500,Intersectoral Leadership,2.0,Lecture,51202R,1.0,6:00-7:50pm,Wednesday,20.0,19.0,Frank Zerunyan,20173,Public Policy and Management,2017,F,AY18,Frank V. Zerunyan
PPD-500,Intersectoral Leadership,2.0,Lecture,51460D,593.0,TBA,TBA,75.0,24.0,"William Leach, Dian Johnson Harrison",20173,Public Policy and Management,2017,F,AY18,William Leach
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,51300R,595.0,6:00-9:20pm,Tuesday,250.0,145.0,Mark Phillips,20173,Public Policy and Management,2017,F,AY18,Mark Phillips
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,51301R,595.0,6:00-9:20pm,Monday,250.0,114.0,Antonio Bento,20173,Public Policy and Management,2017,F,AY18,Antonio M. Bento
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,51304R,596.0,6:00-9:20pm,Tuesday,250.0,105.0,Mark Phillips,20173,Public Policy and Management,2017,F,AY18,Mark Phillips
PPD-501b,"Economics for Policy, Planning and Development",2.0,Lecture,51305R,596.0,6:00-9:20pm,Monday,250.0,61.0,Antonio Bento,20173,Public Policy and Management,2017,F,AY18,Antonio M. Bento
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,51214D,61.0,TBA,TBA,28.0,17.0,Lavonna Lewis,20173,Health Policy and Management,2017,F,AY18,LaVonna B. Lewis
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,51272D,1.0,2:00-5:20pm,Wednesday,30.0,29.0,Philip Dalton,20173,Health Policy and Management,2017,F,AY18,Phil Dalton
PPD-509,Problems and Issues in the Health Field,4.0,Lecture,51275D,1.0,6:00-9:20pm,Wednesday,30.0,28.0,Howard Greenwald,20173,Health Policy and Management,2017,F,AY18,Howard Greenwald
PPD-524,Planning Theory,2.0,Lecture,51332R,596.0,4:00-5:50pm,"Tue, Thu",65.0,64.0,Dowell Myers,20173,Urban Planning and Spatial Management,2017,F,AY18,Dowell Myers
PPD-533,Planning History and Urban Form,2.0,Lecture,51331R,595.0,4:00-5:50pm,"Tue, Thu",60.0,57.0,David Sloane,20173,Urban Planning and Spatial Management,2017,F,AY18,David Sloane
PPD-540,Public Administration and Society,4.0,Lecture,51252R,1.0,6:00-9:20pm,Monday,39.0,37.0,Yan Tang,20173,Public Policy and Management,2017,F,AY18,Shui Yan Tang
PPD-540,Public Administration and Society,4.0,Lecture,51421D,530.0,TBA,TBA,30.0,10.0,William Resh,20173,Public Policy and Management,2017,F,AY18,William G. Resh
PPD-540,Public Administration and Society,4.0,Lecture,51462D,593.0,TBA,TBA,60.0,24.0,"Tara Blanc, Matthew Wheeler",20173,Public Policy and Management,2017,F,AY18,Tara Blanc
PPD-542,Policy and Program Evaluation,4.0,Lecture,51222R,1.0,2:00-5:20pm,Wednesday,30.0,21.0,Howard Greenwald,20173,Health Policy and Management,2017,F,AY18,Howard Greenwald
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,51226R,1.0,6:00-9:20pm,Wednesday,32.0,32.0,Deborah Natoli,20173,Public Policy and Management,2017,F,AY18,Deborah J. Natoli
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,51238R,1.0,6:00-9:20pm,Wednesday,34.0,33.0,Peter Robertson,20173,Public Policy and Management,2017,F,AY18,Peter J. Robertson
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,51240R,1.0,2:00-5:20pm,Thursday,35.0,33.0,Howard Greenwald,20173,Health Policy and Management,2017,F,AY18,Howard Greenwald
PPD-545,Human Behavior in Public Organizations,4.0,Lecture,51249R,1.0,2:00-5:20pm,Tuesday,32.0,32.0,Deborah Natoli,20173,Public Policy and Management,2017,F,AY18,Deborah J. Natoli
